,,0
6178,1, TensorFlow
6178,2, PyTorch
6178,3, Computer Vision
6178,4, R
6178,5, Deep Learning
6178,6, Machine Learning
6178,7, Data Science
6179,0,Python
6179,1, TensorFlow
6179,2, PyTorch
6179,3, Computer Vision
6179,4, R
6179,5, Deep Learning
6179,6, Machine Learning
6179,7, Data Science
6180,0,Python
6180,1, TensorFlow
6180,2, PyTorch
6180,3, Computer Vision
6180,4, R
6180,5, Deep Learning
6180,6, Machine Learning
6180,7, Data Science
6181,0,Python
6181,1, TensorFlow
6181,2, PyTorch
6181,3, Computer Vision
6181,4, R
6181,5, Deep Learning
6181,6, Machine Learning
6181,7, Data Science
6182,0,Python
6182,1, TensorFlow
6182,2, PyTorch
6182,3, Computer Vision
6182,4, R
6182,5, Deep Learning
6182,6, Machine Learning
6182,7, Data Science
6183,0,Python
6183,1, TensorFlow
6183,2, PyTorch
6183,3, Computer Vision
6183,4, R
6183,5, Deep Learning
6183,6, Machine Learning
6183,7, Data Science
6184,0,Python
6184,1, TensorFlow
6184,2, PyTorch
6184,3, Computer Vision
6184,4, R
6184,5, Deep Learning
6184,6, Machine Learning
6184,7, Data Science
6185,0,Python
6185,1, TensorFlow
6185,2, PyTorch
6185,3, Computer Vision
6185,4, R
6185,5, Deep Learning
6185,6, Machine Learning
6185,7, Data Science
6186,0,Python
6186,1, TensorFlow
6186,2, PyTorch
6186,3, Computer Vision
6186,4, R
6186,5, Deep Learning
6186,6, Machine Learning
6186,7, Data Science
6187,0,Python
6187,1, TensorFlow
6187,2, PyTorch
6187,3, Computer Vision
6187,4, R
6187,5, Deep Learning
6187,6, Machine Learning
6187,7, Data Science
6188,0,Python
6188,1, TensorFlow
6188,2, PyTorch
6188,3, Computer Vision
6188,4, R
6188,5, Deep Learning
6188,6, Machine Learning
6188,7, Data Science
6189,0,Python
6189,1, TensorFlow
6189,2, PyTorch
6189,3, Computer Vision
6189,4, R
6189,5, Deep Learning
6189,6, Machine Learning
6189,7, Data Science
6190,0,Python
6190,1, TensorFlow
6190,2, PyTorch
6190,3, Computer Vision
6190,4, R
6190,5, Deep Learning
6190,6, Machine Learning
6190,7, Data Science
6191,0,Python
6191,1, TensorFlow
6191,2, PyTorch
6191,3, Computer Vision
6191,4, R
6191,5, Deep Learning
6191,6, Machine Learning
6191,7, Data Science
6192,0,Python
6192,1, TensorFlow
6192,2, PyTorch
6192,3, Computer Vision
6192,4, R
6192,5, Deep Learning
6192,6, Machine Learning
6192,7, Data Science
6193,0,Python
6193,1, TensorFlow
6193,2, PyTorch
6193,3, Computer Vision
6193,4, R
6193,5, Deep Learning
6193,6, Machine Learning
6193,7, Data Science
6194,0,Python
6194,1, TensorFlow
6194,2, PyTorch
6194,3, Computer Vision
6194,4, R
6194,5, Deep Learning
6194,6, Machine Learning
6194,7, Data Science
6195,0,Python
6195,1, Computer Vision
6195,2, R
6195,3, Machine Learning
6195,4, Data Science
6196,0,Python
6196,1, Computer Vision
6196,2, R
6196,3, Machine Learning
6196,4, Data Science
6197,0,Python
6197,1, Computer Vision
6197,2, R
6197,3, Machine Learning
6197,4, Data Science
6198,0,Python
6198,1, Computer Vision
6198,2, R
6198,3, Machine Learning
6198,4, Data Science
6199,0,Python
6199,1, Computer Vision
6199,2, R
6199,3, Machine Learning
6199,4, Data Science
6200,0,Python
6200,1, Computer Vision
6200,2, R
6200,3, Machine Learning
6200,4, Data Science
6201,0,Python
6201,1, Computer Vision
6201,2, R
6201,3, Machine Learning
6201,4, Data Science
6202,0,Python
6202,1, Computer Vision
6202,2, R
6202,3, Machine Learning
6202,4, Data Science
6203,0,Python
6203,1, Computer Vision
6203,2, R
6203,3, Machine Learning
6203,4, Data Science
6204,0,Python
6204,1, Computer Vision
6204,2, R
6204,3, Machine Learning
6204,4, Data Science
6205,0,Python
6205,1, Computer Vision
6205,2, R
6205,3, Machine Learning
6205,4, Data Science
6206,0,Python
6206,1, Computer Vision
6206,2, R
6206,3, Machine Learning
6206,4, Data Science
6207,0,Python
6207,1, Computer Vision
6207,2, R
6207,3, Machine Learning
6207,4, Data Science
6208,0,Python
6208,1, Computer Vision
6208,2, R
6208,3, Machine Learning
6208,4, Data Science
6209,0,Python
6209,1, Computer Vision
6209,2, R
6209,3, Machine Learning
6209,4, Data Science
6210,0,Python
6210,1, Computer Vision
6210,2, R
6210,3, Machine Learning
6210,4, Data Science
6211,0,Python
6211,1, Computer Vision
6211,2, R
6211,3, Machine Learning
6211,4, Data Science
6212,0,Python
6212,1, Computer Vision
6212,2, R
6212,3, Machine Learning
6212,4, Data Science
6213,0,Python
6213,1, Computer Vision
6213,2, R
6213,3, Machine Learning
6213,4, Data Science
6214,0,Python
6214,1, Computer Vision
6214,2, R
6214,3, Machine Learning
6214,4, Data Science
6215,0,Python
6215,1, Computer Vision
6215,2, R
6215,3, Machine Learning
6215,4, Data Science
6216,0,Python
6216,1, Computer Vision
6216,2, R
6216,3, Machine Learning
6216,4, Data Science
6217,0,Python
6217,1, Computer Vision
6217,2, R
6217,3, Machine Learning
6217,4, Data Science
6218,0,Python
6218,1, Computer Vision
6218,2, R
6218,3, Machine Learning
6218,4, Data Science
6219,0,Python
6219,1, Computer Vision
6219,2, R
6219,3, Machine Learning
6219,4, Data Science
6220,0,Python
6220,1, Computer Vision
6220,2, R
6220,3, Machine Learning
6220,4, Data Science
6221,0,Python
6221,1, Computer Vision
6221,2, R
6221,3, Machine Learning
6221,4, Data Science
6222,0,Python
6222,1, Computer Vision
6222,2, R
6222,3, Machine Learning
6222,4, Data Science
6223,0,Python
6223,1, Computer Vision
6223,2, R
6223,3, Machine Learning
6223,4, Data Science
6224,0,Python
6224,1, Computer Vision
6224,2, R
6224,3, Machine Learning
6224,4, Data Science
6225,0,Python
6225,1, TensorFlow
6225,2, PyTorch
6225,3, NLP
6225,4, R
6225,5, Machine Learning
6226,0,Python
6226,1, TensorFlow
6226,2, PyTorch
6226,3, NLP
6226,4, R
6226,5, Machine Learning
6228,0,Python
6228,1, TensorFlow
6228,2, PyTorch
6228,3, NLP
6228,4, R
6228,5, Machine Learning
6229,0,Python
6229,1, TensorFlow
6229,2, PyTorch
6229,3, NLP
6229,4, R
6229,5, Machine Learning
6230,0,Python
6230,1, TensorFlow
6230,2, PyTorch
6230,3, NLP
6230,4, R
6230,5, Machine Learning
6231,0,Python
6231,1, TensorFlow
6231,2, PyTorch
6231,3, NLP
6231,4, R
6231,5, Machine Learning
6232,0,Python
6232,1, TensorFlow
6232,2, PyTorch
6232,3, NLP
6232,4, R
6232,5, Machine Learning
6233,0,Python
6233,1, TensorFlow
6233,2, PyTorch
6233,3, NLP
6233,4, R
6233,5, Machine Learning
6234,0,Python
6234,1, TensorFlow
6234,2, PyTorch
6234,3, NLP
6234,4, R
6234,5, Machine Learning
6235,0,Python
6235,1, TensorFlow
6235,2, PyTorch
6235,3, NLP
6235,4, R
6235,5, Machine Learning
6236,0,Python
6236,1, TensorFlow
6236,2, PyTorch
6236,3, NLP
6236,4, R
6236,5, Machine Learning
6237,0,Python
6237,1, TensorFlow
6237,2, PyTorch
6237,3, NLP
6237,4, R
6237,5, Machine Learning
6238,0,Python
6238,1, TensorFlow
6238,2, PyTorch
6238,3, NLP
6238,4, R
6238,5, Machine Learning
6239,0,Python
6239,1, TensorFlow
6239,2, PyTorch
6239,3, NLP
6239,4, R
6239,5, Machine Learning
6240,0,Python
6240,1, TensorFlow
6240,2, PyTorch
6240,3, NLP
6240,4, R
6240,5, Machine Learning
6241,0,Python
6241,1, TensorFlow
6241,2, PyTorch
6241,3, NLP
6241,4, R
6241,5, Machine Learning
6242,0,Python
6242,1, TensorFlow
6242,2, PyTorch
6242,3, NLP
6242,4, R
6242,5, Machine Learning
6243,0,Python
6243,1, TensorFlow
6243,2, PyTorch
6243,3, NLP
6243,4, R
6243,5, Machine Learning
6244,0,Python
6244,1, TensorFlow
6244,2, PyTorch
6244,3, NLP
6244,4, R
6244,5, Machine Learning
6245,0,Python
6245,1, TensorFlow
6245,2, PyTorch
6245,3, NLP
6245,4, R
6245,5, Machine Learning
6246,0,Python
6246,1, TensorFlow
6246,2, PyTorch
6246,3, NLP
6246,4, R
6246,5, Machine Learning
6247,0,Python
6247,1, TensorFlow
6247,2, PyTorch
6247,3, NLP
6247,4, R
6247,5, Machine Learning
6248,0,Python
6248,1, TensorFlow
6248,2, PyTorch
6248,3, NLP
6248,4, R
6248,5, Machine Learning
6249,0,Python
6249,1, TensorFlow
6249,2, PyTorch
6249,3, NLP
6249,4, R
6249,5, Machine Learning
6250,0,Python
6250,1, TensorFlow
6250,2, PyTorch
6250,3, NLP
6250,4, R
6250,5, Machine Learning
6251,0,Python
6251,1, TensorFlow
6251,2, PyTorch
6251,3, NLP
6251,4, R
6251,5, Machine Learning
6252,0,Python
6252,1, TensorFlow
6252,2, PyTorch
6252,3, NLP
6252,4, R
6252,5, Machine Learning
6253,0,Python
6253,1, TensorFlow
6253,2, PyTorch
6253,3, NLP
6253,4, R
6253,5, Machine Learning
6254,0,Python
6254,1, TensorFlow
6254,2, PyTorch
6254,3, NLP
6254,4, R
6254,5, Machine Learning
6255,0,Python
6255,1, TensorFlow
6255,2, NLP
6255,3, R
6255,4, Deep Learning
6255,5, Machine Learning
6255,6, Data Science
6256,0,Python
6256,1, TensorFlow
6256,2, NLP
6256,3, R
6256,4, Deep Learning
6256,5, Machine Learning
6256,6, Data Science
6257,0,Python
6257,1, TensorFlow
6257,2, NLP
6257,3, R
6257,4, Deep Learning
6257,5, Machine Learning
6257,6, Data Science
6258,0,Python
6258,1, TensorFlow
6258,2, NLP
6258,3, R
6258,4, Deep Learning
6258,5, Machine Learning
6258,6, Data Science
6259,0,Python
6259,1, TensorFlow
6259,2, NLP
6259,3, R
6259,4, Deep Learning
6259,5, Machine Learning
6259,6, Data Science
6260,0,Python
6260,1, TensorFlow
6260,2, NLP
6260,3, R
6260,4, Deep Learning
6260,5, Machine Learning
6260,6, Data Science
6261,0,Python
6261,1, TensorFlow
6261,2, NLP
6261,3, R
6261,4, Deep Learning
6261,5, Machine Learning
6261,6, Data Science
6262,0,Python
6262,1, TensorFlow
6262,2, NLP
6262,3, R
6262,4, Deep Learning
6262,5, Machine Learning
6262,6, Data Science
6263,0,Python
6263,1, TensorFlow
6263,2, NLP
6263,3, R
6263,4, Deep Learning
6263,5, Machine Learning
6263,6, Data Science
6264,0,Python
6264,1, TensorFlow
6264,2, NLP
6264,3, R
6264,4, Deep Learning
6264,5, Machine Learning
6264,6, Data Science
6265,0,Python
6265,1, TensorFlow
6265,2, NLP
6265,3, R
6265,4, Deep Learning
6265,5, Machine Learning
6265,6, Data Science
6266,0,Python
6266,1, TensorFlow
6266,2, NLP
6266,3, R
6266,4, Deep Learning
6266,5, Machine Learning
6266,6, Data Science
6267,0,Python
6267,1, TensorFlow
6267,2, NLP
6267,3, R
6267,4, Deep Learning
6267,5, Machine Learning
6267,6, Data Science
6268,0,Python
6268,1, TensorFlow
6268,2, NLP
6268,3, R
6268,4, Deep Learning
6268,5, Machine Learning
6268,6, Data Science
6269,0,Python
6269,1, TensorFlow
6269,2, NLP
6269,3, R
6269,4, Deep Learning
6269,5, Machine Learning
6269,6, Data Science
6270,0,Python
6270,1, TensorFlow
6270,2, NLP
6270,3, R
6270,4, Deep Learning
6270,5, Machine Learning
6270,6, Data Science
6271,0,Python
6271,1, TensorFlow
6271,2, NLP
6271,3, R
6271,4, Deep Learning
6271,5, Machine Learning
6271,6, Data Science
6272,0,Python
6272,1, TensorFlow
6272,2, NLP
6272,3, R
6272,4, Deep Learning
6272,5, Machine Learning
6272,6, Data Science
6273,0,Python
6273,1, TensorFlow
6273,2, NLP
6273,3, R
6273,4, Deep Learning
6273,5, Machine Learning
6273,6, Data Science
6274,0,Python
6274,1, TensorFlow
6274,2, NLP
6274,3, R
6274,4, Deep Learning
6274,5, Machine Learning
6274,6, Data Science
6275,0,Python
6275,1, TensorFlow
6275,2, NLP
6275,3, R
6275,4, Deep Learning
6275,5, Machine Learning
6275,6, Data Science
6276,0,Python
6276,1, TensorFlow
6276,2, NLP
6276,3, R
6276,4, Deep Learning
6276,5, Machine Learning
6276,6, Data Science
6277,0,Python
6277,1, TensorFlow
6277,2, NLP
6277,3, R
6277,4, Deep Learning
6277,5, Machine Learning
6277,6, Data Science
6278,0,Python
6278,1, TensorFlow
6278,2, NLP
6278,3, R
6278,4, Deep Learning
6278,5, Machine Learning
6278,6, Data Science
6279,0,Python
6279,1, TensorFlow
6279,2, NLP
6279,3, R
6279,4, Deep Learning
6279,5, Machine Learning
6279,6, Data Science
6280,0,Python
6280,1, TensorFlow
6280,2, NLP
6280,3, R
6280,4, Deep Learning
6280,5, Machine Learning
6280,6, Data Science
6281,0,Python
6281,1, TensorFlow
6281,2, NLP
6281,3, R
6281,4, Deep Learning
6281,5, Machine Learning
6281,6, Data Science
6282,0,Python
6282,1, TensorFlow
6282,2, NLP
6282,3, R
6282,4, Deep Learning
6282,5, Machine Learning
6282,6, Data Science
6283,0,PyTorch
6283,1, R
6283,2, Deep Learning
6283,3, Machine Learning
6284,0,PyTorch
6284,1, R
6284,2, Deep Learning
6284,3, Machine Learning
6285,0,PyTorch
6285,1, R
6285,2, Deep Learning
6285,3, Machine Learning
6286,0,PyTorch
6286,1, R
6286,2, Deep Learning
6286,3, Machine Learning
6287,0,PyTorch
6287,1, R
6287,2, Deep Learning
6287,3, Machine Learning
6288,0,PyTorch
6288,1, R
6288,2, Deep Learning
6288,3, Machine Learning
6289,0,PyTorch
6289,1, R
6289,2, Deep Learning
6289,3, Machine Learning
6290,0,PyTorch
6290,1, R
6290,2, Deep Learning
6290,3, Machine Learning
6291,0,PyTorch
6291,1, R
6291,2, Deep Learning
6291,3, Machine Learning
6292,0,PyTorch
6292,1, R
6292,2, Deep Learning
6292,3, Machine Learning
6293,0,PyTorch
6293,1, R
6293,2, Deep Learning
6293,3, Machine Learning
6294,0,PyTorch
6294,1, R
6294,2, Deep Learning
6294,3, Machine Learning
6295,0,PyTorch
6295,1, R
6295,2, Deep Learning
6295,3, Machine Learning
6296,0,PyTorch
6296,1, R
6296,2, Deep Learning
6296,3, Machine Learning
6297,0,PyTorch
6297,1, R
6297,2, Deep Learning
6297,3, Machine Learning
6298,0,PyTorch
6298,1, R
6298,2, Deep Learning
6298,3, Machine Learning
6299,0,PyTorch
6299,1, R
6299,2, Deep Learning
6299,3, Machine Learning
6300,0,PyTorch
6300,1, R
6300,2, Deep Learning
6300,3, Machine Learning
6301,0,PyTorch
6301,1, R
6301,2, Deep Learning
6301,3, Machine Learning
6303,0,PyTorch
6303,1, R
6303,2, Deep Learning
6303,3, Machine Learning
6313,0,Python
6313,1, TensorFlow
6313,2, PyTorch
6313,3, R
6313,4, Deep Learning
6314,0,Python
6314,1, TensorFlow
6314,2, PyTorch
6314,3, R
6314,4, Deep Learning
6315,0,Python
6315,1, TensorFlow
6315,2, PyTorch
6315,3, R
6315,4, Deep Learning
6316,0,Python
6316,1, TensorFlow
6316,2, PyTorch
6316,3, R
6316,4, Deep Learning
6317,0,Python
6317,1, TensorFlow
6317,2, PyTorch
6317,3, R
6317,4, Deep Learning
6318,0,Python
6318,1, TensorFlow
6318,2, PyTorch
6318,3, R
6318,4, Deep Learning
6320,0,Python
6320,1, TensorFlow
6320,2, PyTorch
6320,3, R
6320,4, Deep Learning
6321,0,Python
6321,1, TensorFlow
6321,2, PyTorch
6321,3, R
6321,4, Deep Learning
6325,0,Python
6325,1, TensorFlow
6325,2, PyTorch
6325,3, R
6325,4, Deep Learning
6326,0,Python
6326,1, TensorFlow
6326,2, PyTorch
6326,3, R
6326,4, Deep Learning
6327,0,Python
6327,1, TensorFlow
6327,2, PyTorch
6327,3, R
6327,4, Deep Learning
6328,0,Python
6328,1, TensorFlow
6328,2, PyTorch
6328,3, R
6328,4, Deep Learning
6329,0,Python
6329,1, TensorFlow
6329,2, PyTorch
6329,3, R
6329,4, Deep Learning
6330,0,Python
6330,1, TensorFlow
6330,2, PyTorch
6330,3, R
6330,4, Deep Learning
6331,0,Python
6331,1, TensorFlow
6331,2, PyTorch
6331,3, R
6331,4, Deep Learning
6332,0,Python
6332,1, TensorFlow
6332,2, PyTorch
6332,3, R
6332,4, Deep Learning
6333,0,Python
6333,1, TensorFlow
6333,2, PyTorch
6333,3, R
6333,4, Deep Learning
6334,0,Python
6334,1, TensorFlow
6334,2, PyTorch
6334,3, R
6334,4, Deep Learning
6335,0,Python
6335,1, TensorFlow
6335,2, PyTorch
6335,3, R
6335,4, Deep Learning
6336,0,Python
6336,1, TensorFlow
6336,2, PyTorch
6336,3, R
6336,4, Deep Learning
6337,0,Python
6337,1, TensorFlow
6337,2, PyTorch
6337,3, R
6337,4, Deep Learning
6343,0,Python
6343,1, R
6343,2, Deep Learning
6343,3, Machine Learning
6344,0,Python
6344,1, R
6344,2, Deep Learning
6344,3, Machine Learning
6347,0,Python
6347,1, R
6347,2, Deep Learning
6347,3, Machine Learning
6349,0,Python
6349,1, R
6349,2, Deep Learning
6349,3, Machine Learning
6361,0,Python
6361,1, R
6361,2, Deep Learning
6361,3, Machine Learning
6362,0,Python
6362,1, R
6362,2, Deep Learning
6362,3, Machine Learning
6363,0,Python
6363,1, R
6363,2, Deep Learning
6363,3, Machine Learning
6364,0,Python
6364,1, R
6364,2, Deep Learning
6364,3, Machine Learning
6365,0,Python
6365,1, TensorFlow
6365,2, PyTorch
6365,3, NLP
6365,4, R
6365,5, Deep Learning
6365,6, Machine Learning
6365,7, Data Science
6366,0,Python
6366,1, TensorFlow
6366,2, PyTorch
6366,3, NLP
6366,4, R
6366,5, Deep Learning
6366,6, Machine Learning
6366,7, Data Science
6367,0,Python
6367,1, TensorFlow
6367,2, PyTorch
6367,3, NLP
6367,4, R
6367,5, Deep Learning
6367,6, Machine Learning
6367,7, Data Science
6368,0,Python
6368,1, TensorFlow
6368,2, PyTorch
6368,3, NLP
6368,4, R
6368,5, Deep Learning
6368,6, Machine Learning
6368,7, Data Science
6369,0,Python
6369,1, TensorFlow
6369,2, PyTorch
6369,3, NLP
6369,4, R
6369,5, Deep Learning
6369,6, Machine Learning
6369,7, Data Science
6370,0,Python
6370,1, TensorFlow
6370,2, PyTorch
6370,3, NLP
6370,4, R
6370,5, Deep Learning
6370,6, Machine Learning
6370,7, Data Science
6371,0,Python
6371,1, TensorFlow
6371,2, PyTorch
6371,3, NLP
6371,4, R
6371,5, Deep Learning
6371,6, Machine Learning
6371,7, Data Science
6372,0,Python
6372,1, TensorFlow
6372,2, PyTorch
6372,3, NLP
6372,4, R
6372,5, Deep Learning
6372,6, Machine Learning
6372,7, Data Science
6373,0,Python
6373,1, TensorFlow
6373,2, PyTorch
6373,3, NLP
6373,4, R
6373,5, Deep Learning
6373,6, Machine Learning
6373,7, Data Science
6374,0,Python
6374,1, TensorFlow
6374,2, PyTorch
6374,3, NLP
6374,4, R
6374,5, Deep Learning
6374,6, Machine Learning
6374,7, Data Science
6378,0,Python
6378,1, TensorFlow
6378,2, PyTorch
6378,3, NLP
6378,4, R
6378,5, Deep Learning
6378,6, Machine Learning
6378,7, Data Science
6382,0,Python
6382,1, TensorFlow
6382,2, PyTorch
6382,3, NLP
6382,4, R
6382,5, Deep Learning
6382,6, Machine Learning
6382,7, Data Science
6383,0,Python
6383,1, TensorFlow
6383,2, PyTorch
6383,3, NLP
6383,4, R
6383,5, Deep Learning
6383,6, Machine Learning
6383,7, Data Science
6384,0,Python
6384,1, TensorFlow
6384,2, PyTorch
6384,3, NLP
6384,4, R
6384,5, Deep Learning
6384,6, Machine Learning
6384,7, Data Science
6385,0,Python
6385,1, TensorFlow
6385,2, PyTorch
6385,3, NLP
6385,4, R
6385,5, Deep Learning
6385,6, Machine Learning
6385,7, Data Science
6386,0,Python
6386,1, TensorFlow
6386,2, PyTorch
6386,3, NLP
6386,4, R
6386,5, Deep Learning
6386,6, Machine Learning
6386,7, Data Science
6387,0,Python
6387,1, TensorFlow
6387,2, PyTorch
6387,3, NLP
6387,4, R
6387,5, Deep Learning
6387,6, Machine Learning
6387,7, Data Science
6388,0,Python
6388,1, TensorFlow
6388,2, PyTorch
6388,3, NLP
6388,4, R
6388,5, Deep Learning
6388,6, Machine Learning
6388,7, Data Science
6389,0,Python
6389,1, TensorFlow
6389,2, PyTorch
6389,3, NLP
6389,4, R
6389,5, Deep Learning
6389,6, Machine Learning
6389,7, Data Science
6390,0,Python
6390,1, TensorFlow
6390,2, PyTorch
6390,3, NLP
6390,4, R
6390,5, Deep Learning
6390,6, Machine Learning
6390,7, Data Science
6391,0,Python
6391,1, TensorFlow
6391,2, PyTorch
6391,3, NLP
6391,4, R
6391,5, Deep Learning
6391,6, Machine Learning
6391,7, Data Science
6392,0,Python
6392,1, TensorFlow
6392,2, PyTorch
6392,3, NLP
6392,4, R
6392,5, Deep Learning
6393,0,Python
6393,1, TensorFlow
6393,2, PyTorch
6393,3, NLP
6393,4, R
6393,5, Deep Learning
6394,0,Python
6394,1, TensorFlow
6394,2, PyTorch
6394,3, NLP
6394,4, R
6394,5, Deep Learning
6395,0,Python
6395,1, TensorFlow
6395,2, PyTorch
6395,3, NLP
6395,4, R
6395,5, Deep Learning
6396,0,Python
6396,1, TensorFlow
6396,2, PyTorch
6396,3, NLP
6396,4, R
6396,5, Deep Learning
6397,0,Python
6397,1, TensorFlow
6397,2, PyTorch
6397,3, NLP
6397,4, R
6397,5, Deep Learning
6398,0,Python
6398,1, TensorFlow
6398,2, PyTorch
6398,3, NLP
6398,4, R
6398,5, Deep Learning
